,id,name,state,city,zip code,review count,rating,address,categories,latitude,longitude
0,jPZgXKH48lTsoVbJOOB3mQ,Makua's Shave Ice,WV,Martinsburg,25404,1.0,5.0,,shavedice,39.4625,-77.95522
1,ysMSR-n4rT2ShdK6ggOCHA,Ono Wai Shave Ice,VA,Leesburg,20176,1.0,5.0,19123 Dalton Points Pl,shavedice,39.08626,-77.50548
2,hOIDAGfqp1-DjzbGJ6R2Sw,Branch's Soft Serve Ice Cream,VA,Harrisonburg,22801,5.0,5.0,54 S Main St,foodtrucks shavedice icecream,38.44886657843096,-78.86830991998202
3,qw2AtDmdQzdHNwu-nI5rVg,New Town Creamery,VA,Stephens City,22655,18.0,3.5,320 Fairfax Pike,hotdog icecream newamerican,39.0804682389566,-78.2055572777294
4,XK1No2VTSeBjmz3E5KItKQ,Snowie Bus,VA,Manassas,20108,1.0,5.0,,shavedice,38.76296,-77.47987
5,EigjQBhwddN5g_QyLyXArA,5t Ice,VA,Sterling,20166,128.0,4.0,24555 Dulles Landing Dr,desserts bubbletea gelato,38.9370566,-77.5215936
6,_3W05JOae65DxOqisU7cCw,Sarah's Snowballs,VA,Manassas,20109,3.0,3.5,,shavedice foodtrucks,38.78633,-77.52374
7,gS1xbUkqNhmL62NcdV0EKQ,Rita's Italian Ice,VA,Fredericksburg,22407,13.0,4.5,11105 Leavells Rd,icecream desserts shavedice,38.26226,-77.53926
8,SrO3wDMUwdy3VwZnQ2-1yA,Swirlie's Soft Serve,VA,Manassas,20110,84.0,4.5,9901 Pennsylvania Ave,icecream shavedice,38.739026,-77.523972
0,hlo_4fiKFS44Gp7l2uieGw,Y-TEA,VA,Ashburn,20148,32.0,5.0,22621 Amendola Terrace,bubbletea coffee,38.9908621,-77.5046997
1,YFAU5Vrnb5ZGZ_Gzptq-lw,Kung Fu Tea,VA,Harrisonburg,22801,46.0,4.5,1645 Reservoir St,bubbletea coffee juicebars,38.4309621844864,-78.8541994874396
2,t4llo4b_rdHUMDjbeBUPQQ,J-Petal,VA,Harrisonburg,22801,69.0,4.0,1645 Reservoir St,icecream creperies poke,38.430827,-78.854243
